questions,option_A,option_B,option_C,option_D,option_E,correct_answer
"Mujer de 55 años, hipermétrope, con dolor intenso en ojo derecho, náuseas y vómitos de inicio reciente. Examen: ojo 
derecho con agudeza visual cuenta dedos a 30 cm, inyección conjuntival, midriasis y edema corneal. ¿Cuál es el 
diagnóstico?",Glaucoma agudo de ángulo cerrado,Uveitis anterior aguda,Neuritis óptica anterior,Desprendimiento de retina,Glaucoma agudo de ángulo abierto,A
"Neonato de 12 horas de vida, producto de primera gestación, nacido de parto pretérmino a las 35 semanas, peso de 2 
kilos; alimentado con lactancia materna exclusiva con succión débil, presenta ictericia hasta el cuello; madre grupo O(+), 
bebe A(-); Billirrubina total 10 mg/dl, BD 2 mg/dl. ¿Qué explica la aparición de ictericia?",Incompatibilidad sanguínea,Problema colestásico,Leche materna,Prematuridad,Asfixia neonatal,A
"Mujer de 35 años, consulta por presentar hace 3 semanas, tos seca, sudoración nocturna, sensación de alza térmica y 
astenia. Examen: FR 18X', FC 88X'; pulmones: soplo tubárico en el ápex derecho. ¿Cuál es el diagnóstico más probable?",Aspergilosis pulmonar,Neumonía por COVID-19,Faringitis crónica,Tuberculosis pulmonar,Bronquitis crónica,D
"Adolescente de 14 años, hace 30 minutos presenta dolor súbito en región escrotal izquierda con aumento de volumen. 
Examen: asimetría a predominio del testículo izquierdo doloroso a la palpación. ¿Cuál es el examen a solicitar para el 
diagnóstico?",Arteriografía,Tomografía,Resonancia magnética,Eco Doppler,Gamagrafía,D
"Varón de 30 años, que desde hace dos días presenta en forma brusca hemiplejía derecha directa, afasia psicomotriz. 
Examen CV: tonos cardiacos irregulares y asincrónicos. ¿Cuál es el diagnóstico neurológico probable?",Trombosis cerebral,Ataque isquémico transitorio,Hemorragia cerebral,Embolia cerebral,Aneurisma cerebral,D
Mujer de 54 años acude a consultorio por un resultado de mamografía que reporta Birads 0. ¿Cuál es la medida a seguir?,Marcadores oncogénicos,Ecografía de mamas,Marcadores genéticos,Biopsia de mama,Resonancia magnética,B
"Gestante de 29 años, G2 P0101, de 30 semanas, control prenatal adecuado; acude por presentar contracciones uterinas 
regulares. Examen: AU 27 cm, FCF 140X'; dilatación cervical 1 cm. El empleo del sulfato de magnesio en este caso 
permitirá...",reducir la incidencia de infección intrauterina.,disminuir el riesgo de parálisis cerebral.,demostrar su acción tocolítica en estos casos.,disminuir la tasa de cesáreas.,la profilaxis de convulsiones neonatales.,B
"Paciente obesa de 42 años que presenta sangrado irregular desde hace 6 años, a la ecografía muestra un endometrio 
de 14 mm. ¿Cuál es el manejo más adecuado?",Biopsia de endometrio,Resección en cuña de ovario,Laparotomía,Histerectomía abdominal,Anticonceptivos orales,A
"Madre de recién nacido de 6 días de vida acude a consulta ambulatoria porque le preocupa no tener suficiente leche. 
¿Cuál de los siguientes signos es el más confiable para confirmar su preocupación?",Que el bebe duerme 15 horas al día,Llora cada dos horas para lactar con hambre,El bebé moja tres pañales al día,Se despierta en la noche varias veces para lactar,Que la leche materna es aguada,C
"Mujer de 56 años, sufre accidente de tránsito, golpeándose contra el timón del auto, por lo que acude a emergencia. 
Examen: PA 90/60mmHg, FC 96X´, SatO2 96%; se palpa pulso paradojal en inspiración, ingurgitación yugular; ruidos 
cardiacos disminuidos de intensidad. ¿Cuál es el examen para confirmar el diagnóstico?",Tomografía de tórax,Ecocardiografía,Electrocardiograma,Rx. de tórax,Resonancia magnética de tórax,B
"En la evaluación vespertina de un neonato a término de 3 Kg, en primer día de vida; el reporte de enfermería es que está 
presentando vómitos. Usted mide residuo gástrico y lo encuentra alto. Decide dejarlo en NPO por sospecha 
de obstrucción intestinal. ¿Qué solución indica en las primeras 24 horas?","Dextrosa al 5%, 300 cc con ClNa 6 mEq","Dextrosa al 5%, 180 sin electrolitos","Dextrosa al 10%, 180 cc sin electrolitos","Dextrosa al 10%, 180ml, con ClNa 6 mEq",Solución salina o suero fisiológico 300 cc,C
"Niño de 4 años con síntomas catarrales y fiebre desde hace 5 días, es traído por tos y dificultad respiratoria. Examen: 
irritable, febril, rinorrea blanquecina, adenopatía cervical bilateral, exantema eritemato máculo papular en cara, tronco y 
extremidades, ojos con eritema conjuntival y secreción viscosa bilateral, mucosa oral con eritema en paladar y encías. 
MV presente, subcrepitos y roncantes diseminados. ¿En qué diagnóstico sospecha?",Sarampión,Eritema infeccioso,Rubéola,Varicela,Roseola infantil,A
"Lactante mujer de 8 meses, presenta desde hace 3 días fiebre, vómitos alimentarios e hiporexia. Antecedente: 
diarreas recurrentes y pobre ganancia pondoestatural. Examen: T° 39°C, FC 128 X', FR 24X' adelgazada, abdomen 
doloroso a la palpación profunda. Laboratorio: leucocitos18000/µl, neutrófilos 80%; examen de orina: leucocitos +100/ 
campo, aglutinados, cilindros hemáticos, hematíes 30-50/campo. ¿Cuál es el diagnóstico?",Síndrome nefrítico,Pielonefritis aguda,Urosepsis,Diarrea aguda infecciosa,Diarrea crónica,B
"Niño de 7 años, sin antecedente previo, súbitamente presenta disnea intensa, tos, estridor laríngeo, disfonía, insuficiencia 
respiratoria y agitación sicomotriz. ¿Cuál es el diagnóstico?",Cuerpo extraño en laringe,Laringitis subglótica,Laringitis espasmódica,Espasmo bronquial agudo,Aspiración de sustancias tóxicas,A
"En relación a las cisternas subaracnoideas. ¿A qué cisterna corresponde, la que radica en la parte superior del cuerpo 
calloso y en la superficie superior del cerebelo?",Pontina,Interpendicular,Cuadrigémina,Cerebelobulbar posterior,Quiasmática,C
"RN varón, presenta vómitos no biliosos “en proyectil” intensificado en el curso de varios días, no tolera ni siquiera líquidos 
claros; a pesar del vómito recurrente, tiene un apetito voraz; la mamá menciona que evacua cada vez menos 
flatos.  Examen: deshidratado; abdomen: se palpa tumoración pequeña en el cuadrante superior derecho con presencia 
de ondas gástricas visibles. ¿Cuál es el diagnóstico?",Estenosis pilórica hipertrófica,Estenosis duodenal,Intususcepción,Atresia yeyunal,Duplicación intestinal,A
"Varón de 25 años, politraumatizado, se queja de dolor en muslo derecho. Examen: aumento de volumen y huellas de 
contusión directa en piel. Rx: muestra fémur con bordes fracturados con traslación y angulación. Clínicamente. ¿Qué se 
debe evaluar para considerar la fractura como desplazada?",Herida extensa en piel,Falta de pulso poplíteo,Acortamiento y angulación,Gran edema del miembro afectado,Pulso pedio débil,C
¿Qué hormona promueve el desarrollo del sistema ductal de la mama?,Activina,Progesterona,Estradiol,Relaxina,Oxitocina,C
