questions,option_A,option_B,option_C,option_D,option_E,correct_answer
"Gestante de 22 semanas sin control prenatal, se le realiza ecografía morfológica encontrándose higroma quístico gigante. 
¿Qué aneuploidia se espera encontrar con mayor frecuencia?",Síndrome de Down,Trisomia 18,Síndrome de Turner,Trisomia 13,Síndrome de Klinefelter,C
El síndrome de Mayer Rokitansky-Küster-Hauser se debe a:,Falta de fusión de los conductos de Müller,Hipoplasia de uno de los conductos de Müller,Persistencia de los conductos de Wolff,Agenesia de los conductos de Müller,Falta de fusión de los conductos de Wolff,D
"En una gestante que fue sometida a fertilización in vitro. ¿Qué complicación obstétrica se presenta con mayor 
frecuencia?",Placenta previa,Preeclampsia,Desprendimiento prematuro de placenta,Diabetes gestacional,Mortalidad perinatal,B
"Primigesta de 10 semanas, presenta dolor abdominal tipo cólico y sangrado vaginal en poca cantidad. Examen 
Ginecológico: útero de aproximadamente 11 cm, con orificios cervicales cerrados, escaso sangrado. Ecografía TV: 
gestación activa de 10 semanas por biometría. ¿Cuál es la conducta a seguir?",Progesterona oral,Progesterona vaginal,Indometacina,Observación,Cerclaje cervical,D
"El nervio pudendo puede ser bloqueado fácilmente con anestésicos locales para la atención del parto, ya que éste 
proporciona inervación...",sensitiva al útero.,motora a la vejiga.,"sensitiva al periné, ano, vulva y clítoris.",motora al músculo elevador del ano.,motora al músculo obturador interno.,C
"Mujer de 31 años acude a consulta por amenorrea. Ecografía transvaginal: embarazo gemelar de 12 semanas, en el saco 
gestacional se evidencia membrana divisoria de más de 2 mm de grosor con punto de origen en la placenta en forma de 
proyección triangular. ¿A qué tipo de embarazo corresponde?",Monocoriónico biamniótico,Monocorionico monoamniótico,Bicoriónico biamniótico,Bicoriónico monoamniótico,Gemelos siameses,C
"En la irrigación de los ovarios, la vena ovárica izquierda desemboca en la vena...",cava inferior.,uterina.,iliaca externa.,renal izquierda.,iliaca interna.,D
"Mujer de 51 años, con sequedad vaginal y dispareunia, sin síntomas vasomotores, antecedente de menopausia a los 48 
años sin tratamiento. Examen Ginecológico: vagina corta reseca, poco elástica con mucosa pálida, útero involucionado. 
¿Cuál es el tratamiento más apropiado?",Estrógenos orales,Terapia combinada continua,Fitoestrógenos orales,Estrógenos tópicos,Terapia combinada secuencial,D
"Mujer de 31 años con IMC 34 Kg/m2, acude a consulta porque no puede quedar embarazada desde hace 2 años. 
Antecedentes: aborto espontáneo hace 4 años y tiene diagnóstico de síndrome de ovario poliquístico no tratado. ¿Cuál 
es la primera recomendación para lograr el objetivo de la paciente?",Fecundación in vitro,Anticonceptivos orales combinados,Bajar de peso,Uso de progestágenos,Inseminación artificial,C
"Gestante de 32 semanas con embarazo gemelar monocoriónico-biamniótico; durante su ecografía obstétrica se 
diagnostica un síndrome de transfusión feto-fetal con discordancia ponderal, polihidramnios en un gemelo y 
oligohidramnios en el otro, además no se visualiza orina en vejiga del feto donante. Según el sistema de clasificación de 
Quintero. ¿A qué etapa pertenece?",I,III,IV,V,II,E
"Mujer 25 años, G2 P1001, acude a consulta por test de embarazo positivo. Examen: útero 15 cm ocupado. Ecografía: 
gestación única activa de 16 semanas por biometría fetal, ponderado fetal 350 g, LCF142X' y cervicometría 20 mm. ¿Cuál 
es la indicación más adecuada?",Cerclaje profiláctico,Reposo absoluto,Ecografía en 4 semanas,Uso de progesterona,Uso de nifedipino,D
"Segundigesta de 15 semanas con sangrado vaginal moderado; antecedente de una muerte fetal en el segundo trimestre. 
Examen; PA 120/60 mmHg, FC 78X´; útero de tamaño compatible con la gestación, orificios cerrados, escaso sangrado. 
Ecografía: gestación normal de 15 semanas. Laboratorio: anticoagulante lúpico positivo. ¿Cuál es el diagnóstico más 
probable?",Lupus eritematoso sistémico,Abortadora habitual,Cromosomopatía balanceada,Incompetencia cervical,Síndrome antifosfolipídico,E
