questions,option_A,option_B,option_C,option_D,option_E,correct_answer
"Recién nacido de 35 semanas, con peso de 2,500 g que nace bañado con líquido amniótico con meconio, es colocado 
sobre la madre, está hipotónico en apnea. ¿Cuál es la primera acción a realizar?",Fricción suave con paños tibios y colocarlo sobre uno seco,Aspirar secreciones por boca y nariz,Administrar oxígeno a presión positiva,Administrar oxígeno a flujo libre,Colocarlo en ventilación mecánica,B
"Niño de 11 años con LLA en quimioterapia hospitalizado por neutropenia febril, recibe antibióticos de amplio espectro; al 
5° día de tratamiento persiste febril, reportan cultivos negativos y deterioro clínico, persistiendo la neutropenia 
profunda. ¿Cuál es la conducta a seguir?",Incrementar dosis de antibióticos,Escalar antibioticoterapia y agregar antifúngico,Iniciamos infusión extendida de antibióticos indicados,Mantenemos la terapéutica pues se sospecha en,Suspendemos antimicrobianos e iniciamos aciclovir,B
"Niño de 8 años, presenta obstrucción nasal marcada y respiración bucal. Antecedente: no hay datos sobre alergia 
personal o familiar. Examen: T° 36.5°C, FC 80X´, FR 20X´; rinorrea mucopurulenta unilateral, en fosas nasales se aprecia 
formación como pólipo entre el cornete nasal y el septum. Laboratorio: niveles séricos de vitamina D normales. ¿Cuál es 
el diagnóstico más probable?",Rinosinusitis crónica,Rinitis alérgica,Bajos niveles de vitamina D,Triada de Samter,Fibrosis quística,E
¿Cuál de las siguientes afirmaciones caracteriza a la taquicardia sinusal en pediatría?,FC en lactantes es >=220 latidos por minuto,FC en niños es >=180 latidos por minuto,Requiere adenosina,Ondas P presentes y normales,Requiere de cardioversión sincronizada,D
"En el método de Graf para la evaluación ecográfica de la displasia del desarrollo de la cadera. ¿Cuál es la medida más 
importante?",Ángulo beta,Ángulo alfa,Línea del techo cartilaginoso,Cabeza femoral,Cápsula articular,B
"¿Cuál de las siguientes alternativas, puede ser causa de constipación?",Intoxicación por vitamina A,Acetaminofén,Hipertiroidismo,Síndrome de Turner,Lupus eritematoso sistémico,E
"Lactante de 10 meses, inicia fiebre hace 5 días, el primer día no aceptó lactancia, traído al Centro de Salud por fiebre alta 
e irritabilidad. Examen: T° 38.5°C, FC 120X´, FR 40X´; tos seca de leve intensidad, irritable, inyección conjuntival, 
secreción nasal espesa amarillenta mucopurulenta; linfadenopatía cervical anterior. ¿Cuál es el diagnóstico más 
probable?",Sinusitis,Superinfección bacteriana,Rinitis alérgica,Resfrío común,Cuerpo extraño,D
"Niño de 3 años, presenta desde hace 3 días fiebre, tos seca, dolor de garganta, ronquera de voz, secreción nasal. 
Examen: T° 38.5°C, FC 100X´, FR 30X´; congestión conjuntival, nasal y faríngea (moderada), tos, disfonía, resto del 
examen: dentro de límites normales. ¿Cuál es la etiología más probable?",Virus influenza,Adenovirus,Coxsackie virus,Virus parainfluenza,Virus sincitial respiratorio,D
"En la secuencia de intubación rápida, la maniobra de Sellick se realiza para...","pre-oxigenar al paciente, con bolsa/mascarilla.",aperturar la vía aérea con la maniobra frente-mentón.,obstruir el esófago y evitar la regurgitación o la aspiración.,asegurar la bolsa válvula-mascarilla y sellado correcto.,verificar la colocación del tubo antes de ventilar con presión positiva.,C
"Lactante de 5 semanas recibe LME, es traído por vómitos post lactancia que iniciaron desde la 4ta semana. Manejado 
como reflujo gastroesofágico fisiológico; los vómitos han incrementado en última semana, apetito conservado, 
deposiciones normales y lacta con avidez. Examen: despierto, activo, reflejo de búsqueda positivo, abdomen se palpa 
masa meso-epigástrica de 2cm de longitud. ¿Cuál es su primera presunción diagnostica?",Alergia alimentaria múltiple,Estenosis hipertrófica del píloro,Trastorno del ciclo de la urea,Acidemia orgánica,Invaginación intestinal,B
"Niña de 1 año traída por la madre para examen pediátrico general. Examen: peso: 10,800 g, talla 75 cm, pérdida del 
reflejo rojo pupilar y su reemplazo por leucocoria y discreto estrabismo. ¿Cuál es el diagnóstico más probable?",Catarata congénita,Trauma ocular,Displasia retiniana,Granuloma por Toxocara,Retinoblastoma,E
"Pre escolar de 4 años, es evaluado para riesgo quirúrgico para colonoscopía por prolapso rectal y hematoquecia. 
Laboratorio: eosinofilia y anemia severa. ¿En qué parásito sospecha?",Trichocephalus dispar,Ancylostoma duodenale,Giardia lamblia,Ascaris lumbricoides,Strongyloides stercoralis,A
Es causa de obstrucción gastrointestinal adquirida:,Páncreas anular,Íleo meconial,Enfermedad de Hirschsprung,Divertículo de Meckel,Acalasia,E
"Lactante de 4 meses con dolor abdominal cólico y vómito intermitente, además heces moco sanguinolento. Antecedente: 
hace 2 días enfermedad gastrointestinal viral. Examen: abdomen: doloroso, RHA incrementados, masa alargada en el 
cuadrante superior derecho. ¿Cuál es el diagnóstico?",Apendicitis aguda,Vólvulo de intestino medio,Íleo meconial,Intususcepción,Síndrome de tapón meconial,D
"Varón de 16 años con epistaxis grave recurrente y obstrucción nasal. RMN macizo facial: tumor sólido en nasofaringe 
con extensión a nariz, senos paranasales y fosa craneal media. T1: señal intermedia, T2: relativamente hiperintensa 
intercalada con vacíos de flujo por la presencia de vasos tumorales dilatados. Con contraste: intenso refuerzo. ¿Cuál es 
el diagnóstico?",Hemangioma,Carcinoma de células escamosas,Nasoangiofibroma,Hematoma faríngeo,Linfoma,C
"RN con respiración quejumbrosa, retracciones intercostales, disnea y cianosis. Examen: tórax en HTI MV disminuido y se 
auscultan RH",Sutura del defecto anterolateral del diafragma,Toracotomía descompresiva,Toracoscopía diagnóstica,Cierre del defecto posterolateral del diafragma,Laparoscopía diagnóstica,D
"Neonato primogénito en su tercera semana de vida, quien ha iniciado con vómitos no biliosos después de ser alimentado y 
tiene hiperbilirrubinemia no conjugada como dato asociado de laboratorio. Se plantea como posible diagnóstico estenosis 
hipertrófica del píloro. ¿Qué examen se debe solicitar para confirmar el diagnóstico?",Radiografía contrastada,Ecografía abdominal,Radiografía de abdomen,Tomografía de abdomen,Resonancia magnética,B
"Lactante de 11 meses traído a control de niño sano. Antecedente: peso al nacer 2,400 g, recibe LME y alimentación 
complementaria, no registra aporte de hierro profiláctico. Examen: palidez de piel y mucosas. Laboratorio: Hb 9.7g/dl, Hto 
31%, VCM 73 fl. ¿Cuánto tiempo en meses como mínimo, es necesario mantener la terapia con hierro una vez 
normalizada la hemoglobina?",1,2,5,3,6,D
"Niño de 10 años, desde los 5 años presenta tics motores (tos, guiños, gruñidos), ecopraxia, coprolalia y ecolalia, que se 
han incrementado progresivamente; mejoró con haloperidol y tratamiento conductual. ¿Cuál es el trastorno más probable?",Antisocial,De Duchenne,De la Tourette,Corea de Huntington,Encefalitis,C
"Niña de 12 años presenta dolor torácico; desde hace un mes cansancio a medianos esfuerzos y 3 días agitación y 
sensación de falta de aire. Diagnóstico de LES desde hace 3 años sin terapia regular. Examen: FC 70X', PA 90/60 mmHg, 
FR 30X'. Adelgazada, despierta, leve retracción subcostal; MV disminuido en bases; RC rítmicos, apagados, no se 
auscultan soplos; Ingurgitación yugular ++/+++; hígado 4 cm DRCD. ¿Cuál es el estudio de imagen más sensible para 
confirmar el diagnóstico?",Rx de pulmones portátil,Electrocardiograma,Ecocardiografía,Tomografía de tórax,Eco fast pulmonar,C
"Según la Guía de Práctica Clínica de la Academia Americana de Pediatría para medir riesgo de ITU en un niño febril de 
2 a 24 meses de edad. ¿Cuál es la probabilidad de presentar ITU?",Mayor del 1%,Mayor del 2%,Mayor o igual al 1%,Mayor o igual al 2%,Mayor o igual del 50%,D
"Madre gestante a término en inicio de trabajo de parto, con cuadro respiratorio alto con PCR positivo a Sars Cov-2. ¿Cuál 
es la medida a tomar para evitar el riesgo de contagio al neonato?",No lactancia materna,Separación inmediata del niño,Cesárea,Uso de mascarilla adecuada permanente,Clampaje inmediato del cordón,D
"Niño de 8 años, presenta fiebre, dolor de cabeza, dolor dental, obstrucción nasal, tos y halitosis desde hace 3 días. 
Examen: T° 39°C, FC 100X´, FR 22X´; tos seca; fosas nasales: eritema y edema de mucosa nasal con secreción 
mucopurulenta. ¿Cuál es el diagnóstico más probable?",Resfrío común,Rinitis alérgica,Sinusitis,Cuerpo extraño,Rinitis vasomotora,C
"Neonato de una semana de edad que recibe lactancia materna exclusiva; madre pregunta si está bien dar a su hijo media 
onza de agua una vez por día, porque donde vive la temperatura ambiental es de 36°C. ¿Cuál es la respuesta debida?","Sí, porque así evita que el niño se deshidrate","No, porque hay riesgo que el agua esté contaminada","Sí, para disminuir la densidad calórica de la leche en climas cálidos",Es controversial ofertar agua adicional al neonato,"No, porque la leche materna tiene suficiente agua",E
"Niño de 10 años, conducido a Centro de Salud por presentar niveles bajos de producción de insulina endógena y 
dependencia de insulina exógena para prevenir desarrollo de cetoacidosis. ¿A qué tipo de diabetes mellitus corresponde?",Diabetes tipo II,Hemocromatosis,Pheocromocitoma,Diabetes tipo I,Síndrome de Cushing,D
"Niña de 5 años con hematuria, dolor abdominal, irritabilidad, vómitos y diarrea desde hace 1 día.  Antecedentes: niega 
comorbilidades, madre con litiasis renal. Examen de orina: leucocitos 3/campo, hematíes 30/campo. Ecografía: leve 
hidronefrosis derecha. ¿Cuál es la sospecha diagnóstica?",Infección urinaria,Tumor de Wilms,Gastritis,Apendicitis,Urolitiasis,E
