questions,option_A,option_B,option_C,option_D,correct_answer
"Mujer de 25 años programada para colecistectomía por colecistitis aguda, refiere haber ingerido un vaso de limonada 
azucarada una hora antes de la intervención. ¿Cuál es la conducta adecuada?",Se administra un antiemético y se procede,Postergar la cirugía por 2 horas,Postergar la cirugía por 24 horas,Se monitoriza de cerca durante la inducción anestésica,B
"¿Cuál es el marcador pronóstico cuyo valor en sangre permite monitorizar la evolución, y está asociado a mayor 
mortalidad y progresión a disfunción orgánica en sepsis?",Procalcitonina,Lactato,PCR,Glucemia,B
"Neonato de 2 horas presenta sialorrea súbito, tos y cianosis durante la alimentación. Antecedente: nacido de parto 
cesárea, líquido amniótico aumentado. Examen: abdomen: escafoideo, RHA ausentes. ¿Cuál es el diagnóstico más 
probable?",Neumonía por aspiración meconial,Fístula traqueoesofágica tipo H,Atresia esofágica,Hernia diafragmática,C
"Adulto de 28 años con resultado de dos baciloscopias negativas, con alta probabilidad de TB clínica activa; según criterio 
médico. ¿Cuál es la conducta a seguir según marco normativo nacional?",PPD y cultivo,Iniciar tratamiento,Alta y control anual,PDR m y cultivo,D
"Recién nacido de 10 días, es traído a control. Examen: FC: 100X', FR: 50X', T°: 37.2 °C. Tórax: MV pasa bien en AHT. 
Abdomen: RHA presentes; cordón umbilical: presente, húmedo con secreción amarillenta mal oliente y eritema 
periumbilical. Hemograma: leucocitos: 10,000/uL, Hto: 42%, abastonados 0. ¿Cuál es el diagnóstico más probable?",Onfalocele,Onfalitis,Peritonitis,Celulitis,B
"Niño de 10 años, acude por dolor testicular derecho súbito desde hace 3 horas, acompañado de náusea. Examen: 
testículo en posición alta, edematoso muy doloroso a la palpación. Doppler testicular: disminución del flujo arterial en el 
testículo comprometido. ¿Cuál es el diagnóstico?",Torsión testicular,Orquitis,Epididimitis,Varicocele,A
"Varón de 35 años, residente de Quillabamba, Cusco (valle tropical), es admitido con fiebre alta intermitente, 
esplenomegalia y anemia severa de progresión rápida; refiere haber recibido múltiples picaduras de insectos al amanecer 
y anochecer. El frotis de sangre periférica muestra la presencia de parásito en eritrocitos. ¿Cuál es la característica 
inmunológica del huésped crucial para el desarrollo de paroxismos febriles?",Inducción de autoanticuerpos contra eritrocitos,Liberación de citoquinas proinflamatorias,Formación de hipnozoitos hepáticos,Liberación de T killer contra eritrocitos parasitados,B
"Mujer de 64 años, operada de gastrectomía parcial hace 2 años, acude por anorexia, diarrea, pérdida de peso, parestesia 
en MMII y marcha atáxica. Examen: palidez marcada y presencia de glositis y lengua depapilada. 
Laboratorio: hemoglobina de 7.5 g/dL, VCM: 110 fL y presencia de polisegmentación de neutrófilos. ¿Cuál es el 
tratamiento de elección?",Riboflavina,Tiamina,Niacina,Cobalamina,D
"Neonato de 12 días, recibe LME, traído a urgencias por ictericia. Examen: FC: 120X'; FR: 30X´; T°: 37°C, ictericia hasta 
raíz de muslos; llenado capilar <2""; sensorio: activo y reactivo succión vigorosa. Laboratorio: bilirrubina total: 18 mg/dL a 
predominio indirecta; madre es A+ y el neonato es O+. ¿Cuál es el diagnóstico más probable?",Ictericia por lactancia materna,Deficiencia de G6PD,Incompatibilidad ABO,Sepsis neonatal,A
"Un estudio sobre incidencia de anemia entre gestantes expuestas y no expuestas a la dieta ""A"", demostró una 
diferencia con un valor de p<0.05. Si los niveles de hemoglobina en ambos grupos no presentan diferencia. ¿Cuál es el 
tipo de error?",II,1-a,1-p,I,D
"Recién nacido de 37 semanas, peso 2000 g, es evaluado en las primeras horas de vida, letárgico, nauseoso, succión 
débil y temblores finos. Glicemia capilar: 39 mg/dL. ¿Cuál es la causa más probable?",Disminución de reservas energéticas,Adaptación metabólica transitoria,Hiperinsulinismo congénito,Asfixia perinatal,A
"Niño de 6 años, procedente de la sierra, es traído por madre quien refiere que hace un mes presenta dolor abdominal, 
náusea y deposiciones sanguinolentas. Antecedente: vivienda rústica en el campo; crianza de cerdos. Examen: peso: 18 
Kg. Abdomen: RHA +++, blando, doloroso a la palpación en hipogastrio. ¿Cuál es el agente etiológico más probable?",Cryptosporidium,Balantidium coli,Giardia lamblia,Cyclospora,B
"Niño de 16 meses, traído por dificultad para evacuar desde hace tres semanas; presenta vómitos y alza térmica no 
cuantificada. Antecedente: estreñimiento en forma intermitente. Examen: FC: 115X', FR: 30X', SatO2: 100%, PA:113/85 
mmHg. Abdomen: moderadamente distendido, depresible y doloroso a la palpación. ¿Cuál es la conducta inicial a seguir?",Rx abdomen de pie,Resonancia abdominal,Enemas evacuantes,Polietilenglicol en gastroclisis,A
"Mujer de 18 años acude por debilidad muscular progresiva y constipación. Toma diuréticos para perder peso. EKG: 
aplanamiento de la onda T y aparición de la onda U. ¿Cuál es el efecto esperado en el potencial de acción de las neuronas 
motoras?",Aumenta el umbral necesario para la generación del potencial de acción,Genera una repolarización más lenta debido a la disminución de la conductancia de K⁺,Disminuye la excitabilidad neuronal por hiperpolarización,"Prolonga la duración del potencial de acción, dificultando la despolarización repetida",C
"Mujer de 64 años, presenta episodios intermitentes de dolor intenso en labios, encías y pómulos, que se intensifican al 
contacto. Examen: normal. Resonancia magnética sin alteraciones. ¿Cuál es el diagnóstico más probable?",Neurinoma acústico,Meningioma,Parálisis del nervio facial,Neuralgia del trigémino,D
"RN de 8 días, traido a urgencias por pobre ganancia ponderal, irritabilidad, orina escasa y pobre succión. Antecedente: 
nacido por cesárea, alta conjunta, madre adolescente con embarazo controlado. Examen: FC: 140X'; FR: 30X'; T°: 
37.8°C. Ictericia hasta raíz de muslos, adelgazado y llanto enérgico. ¿Cuál es el diagnóstico más probable?",Ictericia neonatal,Deshidratación hipernatrémica,Hipoglicemia,Sepsis neonatal,B
"Lactante de 40 días, es referido a Lima, por presentar desde el nacimiento coriza y hace 3 días lactancia entrecortada. 
Antecedentes: EG: 38 semanas, parto eutócico. Recibe corticoides nasales y clorfeniramina. Examen: Peso: 3900 g, FC: 
90X', FR: 40X', T: 37 °C; ictericia hasta abdomen. Abdomen: hepatomegalia, RHA presente. ¿Cuál es el diagnóstico más 
probable?",Sífilis congénita,Atresia biliar,Toxoplasmosis congénita,Atresia de coanas,A
"Adolescente de 12 años, traído por madre, quien refiere que hace 2 meses presenta manchas blancas en cara. Examen: 
máculas hipocrómicas redondeadas, algunas eritematosas, bordes no definidos, descamación escasa en cara y tórax. 
¿Cuál es el diagnóstico?",Pitiriasis alba,Tiña versicolor,Dermatitis seborreica,Vitíligo,A
"Joven procedente de área rural andina presenta una úlcera cutánea grande e indolora con bordes elevados e indurados. 
Se observan amastigotes dentro de los macrófagos en una biopsia de la lesión. ¿Cuál es el agente causal más probable?",Trypanosoma cruzi,Leishmania braziliensis,Leishmania donovani,Mycobacterium leprae,B
"Puérpera mediata de 33 años, acude por presentar fiebre y congestión mamaria desde hace 3 días. Se inicia cobertura 
antibiótica con dicloxacilina y compresas; luego de 72 horas de tratamiento continua febril. Se le realiza ecografía mamaria 
y se encuentra colección de 45 mm en cuadrante supero externo de mama derecha. ¿Cuál es la conducta más adecuada?",Rotación de antibiótico,Extracción vigorosa de leche,Drenaje quirúrgico,Compresas tibias,C
"Mujer de 24 años con presencia de irregularidades menstruales desde hace dos años, hirsutismo leve, IMC: 20. Glucosa 
en ayunas: 80 mg/dL. ¿Cuál es el tratamiento más adecuado?",Metformina,Anticonceptivos orales combinados,Espironolactona,Finasteride,B
