questions,option_A,option_B,option_C,option_D,correct_answer
"Niño de 1 año 8 meses, ha presentado 3 episodios de sibilancias en el último año. Antecedente: madre con asma 
bronquial. Médico tratante decide efectuar prueba de función pulmonar para evaluar posibilidad de asma bronquial. ¿Cuál 
es la técnica de función pulmonar más utilizada a esta edad?",Compresión rápida tóraco-abdominal,Espirometría,Pletismografía,Oscilometría de impulsos,A
"Lactante de 40 días, es traído a emergencia por dificultad respiratoria. Antecedente: EG: 32 semanas; parto cesárea, con 
oxigenoterapia durante 32 días. Examen: FR: 65X', FC: 110X'; tórax: sibilantes en AHT y tirajes IC. ¿Cuál es el 
diagnóstico?",Síndrome obstructivo bronquial,Bronquiolitis obliterante,Neumonía intrahospitalaria,Displasia broncopulmonar,D
"Lactante de 2 meses desde hace 7 días presenta rinorrea y tos seca, y hace 4 horas observan cianosis e hipoactividad 
en forma intermitente. Antecedente: hermano con proceso respiratorio. Examen: FC: 140X´; FR: 30X´; SatO2: 98%, piel 
reticulada y responde a estímulos táctiles. Tórax: sibilantes escasos en AHT. Laboratorio: hemograma: leucocitos: 32,000 
cel/µL, sin desviación izquierda. Rx de tórax: reforzamiento perihiliar. ¿Cuál es el diagnóstico más probable?",Bronquiolitis,Neumonía,SOBA,Tos ferina,D
¿Cuál es la causa más frecuente de cefalea primaria en niños y adolescentes?,Migraña,Post-traumática,Trastorno de refracción,Sinusitis,A
"Recién nacido varón con masa palpable en hemiabdomen izquierdo. Ecografía: masa sólida con flujo doppler en riñón 
izquierdo. ¿Cuál es el diagnóstico más probable?",Tumor de Wilms,Tumor renal osificante,Sarcoma de células claras,Nefroma mesoblástico congénito,D
"Neonato pretérmino tardío nace con antecedente de ruptura de membranas de 20 h, líquido amniótico claro, peso de 
2700 g, APGAR 9-10 y buen reflejo de succión. ¿Cuál es la conducta más apropiada?",Iniciar antibióticos de amplio espectro,Estudio de LCR,Monitorizar signos de infección,Solicitar ecocardiografía,C
"Niño de un año 10 meses, es traído por criptorquidia bilateral. Médico explica a la madre la necesidad de tratamiento 
quirúrgico (orquidopexia), pues existe el riesgo de desarrollar neoplasia maligna. ¿Cuál es la neoplasia maligna que se 
desarrolla con mayor frecuencia?",Rabdomiosarcoma,Seminoma,Teratoma,Quiste epidermoide,B
"La glomerulonefritis...... es la más frecuente en la segunda década de la vida, afecta por igual a ambos sexos, se presenta 
como síndrome nefrótico, nefrítico agudo o hematuria microscópica persistente asintomática y proteinuria en igual 
proporción, usualmente el complemento C3 sérico es bajo más allá de los 2 meses.",post infecciosa,rápidamente progresiva,nefropatía membranosa,membrano proliferativa,D
"Niño de 16 meses, traído por dificultad para evacuar desde hace tres semanas; presenta vómitos y alza térmica no 
cuantificada. Antecedente: estreñimiento en forma intermitente. Examen: FC: 115X', FR: 30X', SatO2: 100%, PA: 113/85 
mmHg. Abdomen: moderadamente distendido, depresible y doloroso a la palpación. ¿Cuál es la conducta inicial a seguir?",Rx abdomen de pie,Polietilenglicol en gastroclisis,Enemas evacuantes,Resonancia abdominal,A
"Lactante de 7 meses, es traído a su control. Examen: asimetría de los pliegues glúteos, signo de Galeazzi positivo, 
maniobra de Ortolani y Barlow negativo. ¿Qué examen confirma el diagnóstico?",Ecografía,Tomografía,Radiografía,Resonancia,C
"Preescolar de 4 años, asintomático, acude a control presentando un resultado de PPD de 12 mm. 
Antecedentes: inmunizaciones completas, contacto de familiar con TB pulmonar. Examen físico normal. Rx de tórax sin 
hallazgos. ¿Cuál es el diagnóstico?",Enfermedad por Mycobacterium tuberculosis,Exposición a Mycobacterium tuberculosis,Infección por Mycobacterium tuberculosis,Reacción cruzada a BCG,C
"Adolescente de 15 años, presenta hace 2 meses fiebre, disminución de apetito, pérdida progresiva de peso, sudoración 
nocturna profusa. Examen: T°: 38.5°C, FC: 100X´, FR: 24X´, SatO2: 96%. Ganglios cervicales y supraclaviculares, 
indoloras, firmes y elásticas. Abdomen: hepatoesplenomegalia. Laboratorio: anemia y VSG elevado. Rx de tórax: masa 
mediastínica grande y afectación de ganglios linfáticos hiliares. ¿Cuál es el linfoma más probable?",No Hodgkin,Hodgkin,Linfoblástico,Células B grandes,B
"Adolescente de 13 años, con antecedente de ser portador de retinoblastoma. Presenta dolor, cojera y tumefacción 
como síntomas iniciales. No respondió al tratamiento conservador. Posteriormente presentó limitación de la movilidad, 
derrame articular, dolor a la palpación y aumento de temperatura. Laboratorio: FA y DHL elevadas. Rx de fémur: patrón 
en ""sol naciente"". ¿Cuál es el diagnóstico más probable?",Sarcoma de Ewing,Rabdomiosarcoma,Osteosarcoma,Osteomielitis,C
"Recién nacido de 10 días, es traído a control. Examen: FC: 100X', FR: 50X', T°: 37.2 °C. Tórax: MV pasa bien en AHT. 
Abdomen: RHA presentes; cordón umbilical: presente, húmedo con secreción amarillenta mal oliente y eritema 
periumbilical. Hemograma: leucocitos: 10,000/uL, Hto: 42%, abastonados 0. ¿Cuál es el diagnóstico más probable?",Peritonitis,Onfalitis,Onfalocele,Celulitis,B
"Escolar de 8 años, es evaluado siguiendo las pautas de la guía técnica del MINSA para la valoración nutricional 
antropométrica de la niña y el niño de 0 a 11 años, y los patrones de crecimiento de la OMS (niño de 5 a 19 años). ¿Cuál 
es el criterio diagnóstico de obesidad?",Peso/talla mayor de + 2 DE de la mediana,IMC mayor de + 1 DE de la mediana para la edad,IMC mayor de + 2 DE de la mediana para la edad,Peso/talla mayor de + 1 DE de la mediana,C
"Adolescente de 12 años, traído por madre, quien refiere que hace 2 meses presenta manchas blancas en cara. Examen: 
máculas hipocrómicas redondeadas, algunas eritematosas, bordes no definidos, descamación escasa en cara y tórax. 
¿Cuál es el diagnóstico?",Vitíligo,Pitiriasis alba,Dermatitis seborreica,Tiña versicolor,B
"Niño de 5 años, referido de centro periférico con diagnóstico de deshidratación severa que no mejora con reposición 
hídrica convencional. Examen: FC: 120X´, FR: 30X´, PA: 60/40 mmHg, llenado capilar 3"", hiperpigmentación de piel y 
encías. Laboratorio: AGA: Na: 125 mEq/L, K: 6 mEq/L, acidosis metabólica, glucosa: 50 mg/dL. ¿Cuál es el diagnóstico 
más probable?",Septicemia,Cetoacidosis,Shock séptico,Crisis adrenal aguda,D
"Recién nacido a término, apgar 9-10. Antecedente materno:  HBsAg positiva ¿Cuál es la conducta a seguir?",Vacuna contra hepatitis B + Inmunoglobulina antiHep B desde las 24 horas de vida,Vacuna contra hepatitis B + Inmunoglobulina antiHep B dentro de las 12 hrs de vida,No vacunar y esperar serología del RN,Solicitar carga viral de la madre,B
¿Cuál es la fractura indicativa de maltrato infantil?,Cara posterior de las costillas,Placa epifisiaria,Húmero proximal,Epífisis de cabeza del fémur,A
"En la Rx de columna cervical, la impactación de un cuerpo extraño se proyecta frecuentemente a nivel de...",C1-C2.,C3-C4.,C5-C6.,C7-D1.,C
"En recién nacidos prematuros, según los hallazgos ecográficos de la hemorragia intraventricular con hidrocefalia. 
¿A qué grado de hemorragia de la matriz germinal corresponde?",III,IV,II,I,A
